index, number,insert_comparisons,search_comparisons
183,9012,7,15
184,7369,8,15
185,6257,8,17
186,9185,9,17
187,6361,8,17
188,9579,9,17
189,2950,7,15
190,2815,8,15
191,2053,7,15
192,5156,7,15
193,3823,7,15
194,8360,8,17
195,2911,7,15
196,6289,9,17
197,6885,8,9
198,1678,7,11
199,7015,9,17
200,1571,8,15
201,5767,7,15
202,37,7,15
203,7225,9,17
204,770,7,15
205,3114,7,15
206,4335,8,17
207,4132,8,17
208,7763,8,17
209,6733,9,17
210,1979,7,15
211,2620,8,17
212,3869,8,13
213,7314,8,17
214,6762,9,15
215,2444,8,13
216,9576,9,17
217,2010,7,15
218,8802,9,17
219,9792,8,17
220,4151,9,15
221,576,8,17
222,870,7,15
223,1729,6,13
224,2808,8,15
225,4953,8,15
226,4789,8,13
227,2386,8,17
228,1370,7,15
229,6218,9,17
230,5762,8,13
231,460,8,17
232,7662,8,17
233,3195,8,17
234,4645,8,15
235,3493,8,17
236,9569,9,17
237,2619,9,17
238,9680,8,17
239,1461,6,13
240,6664,8,17
241,2564,8,17
242,4500,8,17
243,7708,9,17
244,445,9,15
245,2688,8,17
246,3908,7,15
247,382,9,17
248,5610,8,15
249,412,8,17
250,8090,8,17
251,9217,9,17
252,7411,8,13
253,7659,9,17
254,7386,8,17
255,617,9,17
256,8601,9,19
257,494,8,17
258,3188,9,15
259,4818,8,13
260,7148,9,19
261,6451,9,17
262,6029,9,17
263,6574,8,17
264,5488,8,15
265,1724,7,15
266,1504,8,13
267,4030,8,17
268,9091,9,17
269,7650,9,19
270,3840,8,15
271,7414,8,17
272,6798,9,19
273,4009,9,15
274,5010,8,15
275,6477,8,17
276,2411,9,17
277,5365,8,15
278,7657,10,17
279,8514,10,17
280,6598,9,19
281,733,8,17
282,4034,9,17
283,4646,8,13
284,9222,9,19
285,1103,7,11
286,8145,8,17
287,3397,8,17
288,9454,9,19
289,3413,9,17
290,5611,7,15
291,6070,9,17
292,4223,9,17
293,7815,9,17
294,1046,7,15
295,4454,8,17
296,417,9,17
297,6209,9,15
298,7630,10,19
299,447,7,15
300,6097,9,19
301,2726,8,17
302,825,8,17
303,1999,7,15
304,4637,8,17
305,4308,8,17
306,3677,9,17
307,2774,8,15
308,8110,9,19
309,1274,8,15
310,112,8,15
311,7648,10,17
312,6613,9,19
313,1719,7,15
314,3680,9,17
315,3125,9,17
316,4937,8,17
317,1973,8,17
318,9845,9,17
319,2637,9,17
320,4160,7,15
321,9991,8,17
322,5876,8,17
323,6279,8,17
324,5916,9,17
325,4702,8,17
326,4757,9,17
327,1083,8,17
328,2456,8,17
329,3122,9,17
330,103,8,13
331,6927,9,15
332,67,8,17
333,8223,9,19
334,5554,8,17
335,4808,8,17
336,9596,8,17
337,14,8,17
338,1805,7,15
339,4721,9,17
340,6911,9,19
341,8805,9,19
342,897,8,17
343,944,8,17
344,8830,8,17
345,9266,9,15
346,2446,9,19
347,4903,9,17
348,3700,9,17
349,1028,9,19
350,1164,8,17
351,7720,9,17
352,1686,8,17
353,7050,9,19
354,1701,8,17
355,6013,9,19
356,2107,8,15
357,1201,8,17
358,8626,10,19
359,8567,9,19
360,717,9,15
361,6711,9,19
362,7139,10,19
363,8085,9,19
364,2576,9,19
365,2517,9,19
366,7698,10,19
367,552,8,15
368,4659,8,17
369,8221,10,17
370,5226,9,19
371,9172,9,19
372,3669,9,17
373,4977,9,17
374,548,8,17
375,6682,10,19
376,6602,10,19
377,8740,9,19
378,7506,8,17
379,1731,8,15
380,1214,9,17
381,8724,10,19
382,7232,9,19
383,5919,9,19
384,105,8,17
385,4728,9,15
386,8104,10,19
387,8416,10,19
388,931,9,19
389,5558,9,19
390,565,8,17
391,1360,7,15
392,26,9,17
393,4537,8,17
394,1482,8,15
395,2810,8,17
396,2385,9,19
397,5377,9,19
398,611,9,17
399,4600,9,17
400,8523,9,19
401,4875,8,17
402,908,9,19
403,1721,8,9
404,9801,10,21
405,2035,8,17
406,8817,9,19
407,5493,9,19
408,689,9,19
409,7127,10,21
410,5478,9,19
411,9635,10,21
412,368,8,17
413,1374,8,13
414,5160,9,19
415,5162,10,19
416,432,9,17
417,6472,9,19
418,5699,8,17
419,1527,7,15
420,1549,8,17
421,5720,9,19
422,4934,9,19
423,1808,7,15
424,1540,7,15
425,1935,8,17
426,1476,8,15
427,5958,9,19
428,350,9,19
429,3499,8,17
430,2396,9,19
431,6368,8,13
432,1756,8,17
433,928,10,19
434,3115,9,17
435,9461,10,21
436,4979,9,19
437,853,9,19
438,208,8,17
439,1434,8,17
440,954,9,19
441,6418,9,19
442,1969,9,17
443,5070,9,19
444,8913,9,19
445,8825,9,19
446,8508,9,19
447,193,9,19
448,8324,10,19
449,9043,9,19
450,704,10,19
451,8732,9,17
452,9680,10,19
453,9324,10,21
454,8077,9,19
455,1837,8,17
456,4902,9,19
457,3090,8,13
458,6601,10,21
459,3889,8,17
460,46,8,17
461,3273,9,19
462,2069,8,13
463,8696,9,19
464,9565,10,19
465,643,9,19
466,7247,10,19
467,5459,10,17
468,2666,8,17
469,302,10,17
470,7369,9,15
471,9841,11,19
472,205,10,17
473,7454,9,19
474,6490,9,19
475,4299,8,15
476,90,8,17
477,4013,7,15
478,4516,8,17
479,3644,9,17
480,1309,7,15
481,4208,8,15
482,9398,11,21
483,1077,9,17
484,997,10,17
485,2636,9,15
486,18,9,15
487,1264,9,15
488,550,9,17
489,2728,8,11
490,865,10,19
491,4467,8,17
492,4377,8,17
493,5253,10,17
494,630,10,17
495,6775,10,19
496,103,9,11
497,4364,9,17
498,3233,10,19
499,7050,10,17
500,4583,9,17
501,7878,9,19
502,469,8,17
503,2242,9,19
504,3124,9,17
505,6082,10,19
506,5851,9,15
507,4019,8,17
508,2626,9,19
509,5106,10,19
510,712,10,19
511,498,8,17
512,9858,11,21
513,2583,9,19
514,893,9,19
515,1115,8,17
516,3268,10,19
517,7151,10,21
518,2765,9,15
519,7792,9,19
520,7404,9,19
521,3356,10,19
522,3877,8,17
523,4291,7,15
524,1736,9,15
525,9686,11,21
526,1063,10,17
527,919,10,19
528,7857,9,19
529,211,10,19
530,9367,11,21
531,7537,9,19
532,3473,10,19
533,774,9,19
534,6122,10,19
535,9748,11,21
536,4564,8,17
537,6998,9,19
538,2459,10,19
539,734,10,19
540,7346,9,19
541,4433,8,17
542,7232,10,15
543,9165,10,17
544,779,10,19
545,8097,10,19
546,2669,9,19
547,8438,10,21
548,9748,11,19
549,8525,10,17
550,4775,9,19
551,1479,8,17
552,3489,10,19
553,6323,8,17
554,843,10,19
555,8699,10,19
556,8771,9,19
557,981,10,19
558,4496,8,17
559,1022,9,19
560,260,9,19
561,2385,9,17
562,9546,10,21
563,8962,10,17
564,5873,9,19
565,3109,8,17
566,4625,8,17
567,5825,9,19
568,8488,11,21
569,2675,10,19
570,1554,10,17
571,1379,9,19
572,5025,9,17
573,1249,10,21
574,7268,9,19
575,9331,11,21
576,3826,8,17
577,9685,11,19
578,9501,11,21
579,3069,8,17
580,1949,9,19
581,2111,9,19
582,3718,9,19
583,1963,10,19
584,4237,8,17
585,7991,9,19
586,9805,10,21
587,1761,10,19
588,1457,9,19
589,8776,10,19
590,5113,10,21
591,405,9,19
592,9384,11,21
593,2861,8,17
594,4963,9,19
595,403,10,19
596,1038,9,19
597,8700,10,19
598,8259,10,21
599,7359,10,17
600,9030,10,21
601,1664,8,13
602,3976,8,17
603,4396,9,19
604,5768,9,3
605,7275,10,19
606,4924,10,19
607,4109,8,17
608,3388,10,19
609,5131,11,21
610,4536,9,5
611,2074,9,19
612,7944,10,21
613,4652,9,17
614,9252,11,21
615,9541,11,21
616,2487,10,17
617,3567,9,17
618,1633,8,17
619,1822,9,15
620,8491,11,21
621,5801,10,19
622,2474,10,19
623,1972,9,19
624,1940,9,15
625,9695,11,23
626,5176,9,19
627,1372,9,19
628,3089,8,17
629,2753,9,19
630,1286,9,19
631,5287,9,9
632,7734,9,19
633,7525,10,19
634,629,9,17
635,2495,10,19
636,5167,10,21
637,85,10,19
638,3521,9,19
639,8962,10,17
640,1268,10,21
641,2763,10,19
642,979,10,17
643,8483,10,21
644,4061,9,15
645,5356,10,21
646,4711,9,19
647,6861,10,19
648,2952,9,19
649,6035,9,15
650,7265,9,19
651,425,9,19
652,5128,11,21
653,8320,10,21
654,8124,10,21
655,978,10,19
656,6513,10,21
657,8720,10,21
658,2579,9,17
659,8423,11,21
660,3330,10,21
661,8478,10,21
662,8884,10,21
663,3969,9,17
664,785,9,19
665,5434,10,21
666,785,10,17
667,7125,11,21
668,5373,10,21
669,8026,10,21
670,2825,9,19
671,7244,9,19
672,1136,10,17
673,1454,10,19
674,7639,10,21
675,4065,9,19
676,7651,10,21
677,360,9,17
678,9881,11,23
679,4459,8,17
680,3287,11,21
681,1691,9,17
682,6003,9,19
683,620,8,17
684,2113,10,19
685,5684,9,19
686,8357,10,21
687,3337,11,21
688,7398,10,17
689,4615,9,15
690,6859,10,17
691,1307,10,17
692,2392,9,17
693,2171,9,19
694,979,9,15
695,7348,10,21
696,6239,10,19
697,5576,10,19
698,8244,11,19
699,2934,9,19
700,1259,11,21
701,5295,11,19
702,125,9,19
703,1889,9,19
704,4072,10,17
705,619,9,19
706,6156,10,17
707,4860,9,19
708,9859,11,21
709,9959,11,23
710,2064,9,19
711,2454,10,17
712,253,10,17
713,144,10,17
714,9985,12,21
715,2493,10,19
716,9518,10,21
717,2477,9,19
718,382,9,17
719,7311,10,17
720,5228,10,21
721,9836,11,21
722,1607,8,3
723,6815,10,21
724,6395,10,21
725,8126,11,21
726,1181,9,19
727,1722,9,15
728,5095,11,21
729,1446,10,17
730,7943,11,21
731,4378,10,19
732,4256,9,15
733,8558,11,23
734,8086,9,19
735,954,10,17
736,1333,9,19
737,8522,11,23
738,1002,9,17
739,108,9,19
740,4549,9,19
741,4145,8,17
742,3942,9,19
743,8856,9,19
744,3553,10,17
745,1546,10,19
746,4178,8,17
747,3797,10,19
748,134,10,21
749,7443,10,21
750,6160,10,19
751,749,9,17
752,3578,10,19
753,152,10,21
754,7713,9,19
755,4940,11,19
756,8020,11,19
757,2033,10,19
758,2313,9,19
759,9577,10,21
760,225,10,21
761,5388,10,21
762,7648,10,17
763,3577,10,17
764,9589,11,23
765,4174,9,17
766,6890,10,17
767,3151,9,19
768,3279,11,21
769,1204,10,21
770,2250,10,17
771,552,9,13
772,7680,10,19
773,9839,11,23
774,1250,11,21
775,6791,10,21
776,9228,11,21
777,2127,9,19
778,6382,11,21
779,2092,10,17
780,546,8,17
781,1791,10,19
782,5794,10,17
783,2155,10,21
784,7897,11,21
785,9105,10,21
786,8896,11,19
787,9946,12,23
788,8203,10,21
789,9275,11,21
790,1951,10,21
791,1914,9,19
792,9143,11,23
793,1987,10,21
794,5192,10,17
795,5226,11,19
796,5201,10,21
797,9895,12,23
798,403,10,17
799,6776,11,19
800,3213,10,21
801,5248,11,21
802,34,10,19
803,3978,8,17
804,5164,10,17
805,8120,11,21
806,7868,10,21
807,1740,10,19
808,6262,10,21
809,3129,10,21
810,4461,9,15
811,8138,10,21
812,1129,11,21
813,2584,9,17
814,2443,9,19
815,7921,10,21
816,1040,10,17
817,9090,11,23
818,4476,9,19
819,2065,10,19
820,8904,11,21
821,4933,11,21
822,1350,11,19
823,8693,10,17
824,9535,11,23
825,4674,10,21
826,6776,11,17
827,4454,9,11
828,5597,10,21
829,5938,9,19
830,7,10,19
831,2477,10,17
832,776,10,19
833,551,9,19
834,7323,10,21
835,1368,10,21
836,5010,9,15
837,9764,11,23
838,9660,11,23
839,4303,9,15
840,1046,10,15
841,1871,10,17
842,183,11,19
843,4199,9,19
844,7747,10,21
845,7654,11,21
846,1877,10,19
847,8486,10,21
848,3272,10,19
849,3040,10,19
850,6605,10,21
851,264,10,21
852,337,10,21
853,2710,9,19
854,2680,10,17
855,6690,10,21
856,961,10,21
857,7425,10,21
858,5894,8,17
859,7893,11,23
860,6305,10,21
861,3909,10,19
862,9696,12,23
863,4325,9,19
864,4087,10,19
865,3087,9,15
866,8222,11,23
867,9675,12,23
868,7946,11,23
869,5243,10,19
870,8938,10,21
871,199,11,21
872,9077,12,21
873,1754,10,19
874,4308,10,17
875,6810,11,21
876,2826,10,17
877,689,7,13
878,2919,9,17
879,4947,10,21
880,6729,10,17
881,4437,10,19
882,7499,10,21
883,552,10,13
884,9281,11,23
885,4310,10,19
886,1164,10,19
887,7800,10,21
888,3158,10,21
889,1993,11,19
890,4412,9,19
891,3679,9,19
892,1108,10,21
893,7883,12,23
894,6517,11,19
895,441,8,17
896,7603,10,21
897,6610,10,21
898,1361,11,21
899,122,10,21
900,5723,10,19
901,9190,11,23
902,7230,10,21
903,5806,10,19
904,6026,10,21
905,3953,10,19
906,4268,9,19
907,5708,9,19
908,4276,10,17
909,610,9,19
910,2536,10,21
911,9056,12,23
912,954,11,17
913,7304,10,21
914,510,10,19
915,2138,11,21
916,7998,11,23
917,2829,10,19
918,2938,10,17
919,1809,10,19
920,7733,10,21
921,1745,10,17
922,4256,10,17
923,1451,11,23
924,7582,11,21
925,6089,10,21
926,1198,9,19
927,2369,9,19
928,3187,11,21
929,8183,11,23
930,974,11,21
931,975,11,19
932,6654,10,21
933,3164,11,19
934,816,8,17
935,8778,10,21
936,4974,10,21
937,188,10,21
938,2023,9,19
939,4901,10,21
940,3801,10,19
941,7729,11,21
942,9682,11,23
943,3845,8,17
944,5668,10,19
945,1746,10,21
946,6286,10,21
947,5732,10,19
948,2544,11,21
949,5524,10,21
950,7819,11,23
951,851,9,19
952,935,10,21
953,5057,9,19
954,2956,10,19
955,6819,11,21
956,1561,11,21
957,3689,10,19
958,5379,11,21
959,8469,11,23
960,112,11,11
961,8183,12,21
962,2428,10,17
963,2624,9,15
964,4538,11,21
965,5654,11,21
966,1352,10,21
967,5732,11,19
968,3640,10,21
969,8259,11,21
970,7901,12,23
971,1597,10,21
972,6898,10,21
973,2052,10,21
974,5292,10,21
975,8538,12,23
976,2462,10,21
977,8409,10,21
978,1076,10,21
979,782,9,19
980,1,10,21
981,2114,10,21
982,3141,10,21
983,4951,11,19
984,1956,11,19
985,3618,11,19
986,871,9,15
987,4125,8,17
988,2666,9,17
989,8306,12,23
990,3756,10,19
991,525,10,19
992,7826,12,21
993,4761,11,19
994,83,10,19
995,3575,10,21
996,9736,11,23
997,4843,10,21
998,782,10,17
999,7332,10,5
1000,1617,10,19
1001,6511,11,21
1002,2294,10,21
1003,44,10,21
1004,1783,10,17
1005,3285,11,21
1006,1214,9,17
1007,1943,9,15
1008,7569,10,21
1009,1255,10,17
1010,1190,10,17
1011,8242,11,23
1012,8470,12,21
1013,2016,10,17
1014,2689,10,19
1015,3717,9,19
1016,1859,9,19
1017,2427,10,19
1018,1193,10,21
1019,1986,11,21
1020,6012,10,17
1021,8957,11,23
1022,6401,11,21
1023,2672,8,17
1024,4880,10,21
1025,7685,11,21
1026,4970,11,19
1027,9994,11,23
1028,5328,10,21
1029,5843,10,19
1030,7498,11,21
1031,2130,11,21
1032,8672,10,21
1033,6599,11,21
1034,1195,11,19
1035,3225,11,21
1036,8767,10,21
1037,5291,11,19
1038,4048,10,19
1039,755,9,17
1040,4628,10,15
1041,2020,10,21
1042,1309,10,19
1043,7798,11,23
1044,4314,10,17
1045,500,10,19
1046,1159,10,21
1047,1876,9,17
1048,3581,11,21
1049,9796,11,23
1050,2714,9,15
1051,2218,10,21
1052,3269,10,21
1053,1585,11,19
1054,8138,11,21
1055,3096,10,19
1056,7234,10,17
1057,8964,11,23
1058,2651,8,11
1059,2321,10,21
1060,3721,10,19
1061,5158,10,21
1062,805,9,19
1063,9333,10,21
1064,1982,11,19
1065,723,9,17
1066,6194,10,17
1067,94,10,21
1068,882,10,21
1069,6095,11,21
1070,4074,10,19
1071,1255,10,15
1072,7456,11,21
1073,1286,10,19
1074,8946,12,21
1075,644,9,19
1076,7682,11,23
1077,840,9,19
1078,8000,12,23
1079,7581,11,21
1080,3001,11,19
1081,1813,10,19
1082,4290,10,17
1083,6445,9,19
1084,7133,11,21
1085,4598,10,17
1086,239,11,19
1087,1707,10,17
1088,1026,9,19
1089,6685,11,19
1090,2589,10,19
1091,6966,10,19
1092,5579,10,17
1093,4525,9,19
1094,4757,11,19
1095,4966,10,19
1096,595,9,19
1097,1628,10,21
1098,6181,10,19
1099,8337,11,21
1100,2186,11,21
1101,8951,12,23
1102,6324,10,21
1103,4843,10,17
1104,8972,12,23
1105,4647,9,19
1106,1675,10,17
1107,1170,11,21
1108,9753,12,21
1109,468,10,21
1110,4642,9,19
1111,265,11,21
1112,7872,12,23
1113,647,10,19
1114,3145,10,19
1115,6722,10,21
1116,8557,12,23
1117,7796,11,21
1118,3192,9,19
1119,2466,11,19
1120,1493,10,21
1121,5016,9,19
1122,3240,10,21
1123,7376,10,21
1124,7056,11,21
1125,9839,12,21
1126,2628,10,19
1127,2941,11,21
1128,966,11,21
1129,8137,11,23
1130,8410,11,23
1131,2683,9,19
1132,3292,9,19
1133,8509,12,23
1134,9511,11,19
1135,6343,11,21
1136,2273,11,21
1137,9311,12,23
1138,2674,9,9
1139,809,10,17
1140,2725,9,19
1141,3742,11,19
1142,3431,9,19
1143,2782,9,19
1144,3354,10,21
1145,9009,12,23
1146,1031,10,19
1147,9379,11,21
1148,6749,11,23
1149,676,9,17
1150,9469,11,21
1151,1684,10,21
1152,6822,11,23
1153,365,9,19
1154,6964,10,21
1155,7430,11,21
1156,3629,10,21
1157,1156,10,21
1158,1368,10,19
1159,9522,12,23
1160,9728,11,23
1161,2386,10,13
1162,203,11,21
1163,8291,12,23
1164,307,10,19
1165,6345,11,19
1166,8793,11,21
1167,4627,9,19
1168,2327,10,21
1169,1956,11,19
1170,7949,12,21
1171,9728,12,21
1172,4286,12,23
1173,9184,10,21
1174,8693,10,17
1175,3109,11,17
1176,2014,10,21
1177,5692,11,23
1178,6372,10,21
1179,6710,11,23
1180,244,10,21
1181,2429,10,21
1182,2455,10,21
1183,1867,10,19
1184,7067,11,23
1185,3525,11,21
1186,8954,11,19
1187,817,10,21
1188,6269,11,21
1189,8229,10,21
1190,2683,10,19
1191,1629,11,21
1192,9848,11,23
1193,1520,11,23
1194,7246,10,21
1195,7363,9,19
1196,357,9,19
1197,3730,12,25
1198,4083,12,23
1199,9222,10,17
1200,9813,11,23
1201,3648,11,23
1202,9110,11,21
1203,4065,12,21
1204,1453,12,21
1205,7778,9,19
1206,3974,11,23
1207,1573,11,23
1208,5524,11,19
1209,4495,11,23
1210,6584,11,21
1211,5284,11,23
1212,299,9,19
1213,3639,11,19
1214,7516,10,19
1215,6797,10,21
1216,6924,10,21
1217,295,10,19
1218,4464,11,23
1219,1657,10,21
1220,6965,11,19
1221,505,10,19
1222,9187,11,21
1223,2998,10,19
1224,7239,10,21
1225,1530,11,23
1226,5293,12,23
1227,833,10,21
1228,7130,11,21
1229,8864,10,19
1230,8974,11,21
1231,2009,10,21
1232,8980,11,19
1233,459,10,21
1234,5060,10,19
1235,1458,11,23
1236,3962,12,23
1237,1898,9,17
1238,9264,10,21
1239,856,9,19
1240,1269,10,17
1241,5298,11,21
1242,2987,10,17
1243,7636,9,15
1244,4729,11,23
1245,7355,10,21
1246,2005,11,21
1247,6451,10,19
1248,1266,10,21
1249,7020,10,21
1250,1583,12,21
1251,8341,11,21
1252,4272,11,23
1253,1592,11,23
1254,8250,9,19
1255,8020,11,17
1256,5221,11,23
1257,1720,10,21
1258,2927,10,21
1259,2838,10,17
1260,2571,10,17
1261,4107,12,25
1262,6272,11,21
1263,9988,10,21
1264,7019,11,19
1265,4539,11,21
1266,8607,10,21
1267,1052,10,21
1268,3644,12,21
1269,9154,10,17
1270,3773,12,25
1271,8756,10,17
1272,5737,12,23
1273,4061,12,17
1274,6965,11,19
1275,7808,10,21
1276,9607,11,23
1277,784,10,19
1278,6955,11,23
1279,7621,10,19
1280,9605,12,23
1281,6122,10,19
1282,6767,11,23
1283,7999,10,21
1284,2228,11,19
1285,9258,11,21
1286,3687,12,25
1287,3440,11,21
1288,6217,9,19
1289,3634,11,21
1290,1564,11,19
1291,7322,11,19
1292,1344,10,21
1293,4284,12,23
1294,8003,10,21
1295,5279,12,21
1296,5763,11,23
1297,5818,10,21
1298,4318,12,25
1299,7959,11,23
1300,9516,11,19
1301,3009,10,21
1302,3156,11,23
1303,3730,13,23
1304,2823,10,21
1305,1753,11,19
1306,2735,10,21
1307,8574,9,19
1308,9260,11,23
1309,3598,11,21
1310,2612,8,17
1311,4987,11,21
1312,3324,10,17
1313,3339,11,19
1314,6537,10,21
1315,9261,12,23
1316,3129,11,21
1317,6504,11,23
1318,8530,9,19
1319,1122,10,21
1320,8363,10,19
1321,433,10,21
1322,988,10,21
1323,8661,11,21
1324,5744,12,23
1325,8378,10,21
1326,5405,11,23
1327,5122,10,19
1328,1684,11,19
1329,303,10,21
1330,667,9,19
1331,8795,10,19
1332,2689,10,19
1333,7696,10,21
1334,7821,10,21
1335,3818,11,23
1336,3832,12,25
1337,5421,12,21
1338,7343,10,21
1339,4215,11,23
1340,4577,11,23
1341,1326,10,21
1342,1210,10,21
1343,8349,11,21
1344,6752,12,21
1345,2183,11,21
1346,7475,10,21
1347,9496,11,23
1348,8600,11,21
1349,7722,11,21
1350,9491,12,21
1351,8050,10,21
1352,3364,10,21
1353,5821,11,23
1354,8279,10,19
1355,5503,11,21
1356,2484,10,21
1357,9533,11,21
1358,8936,11,21
1359,1877,9,15
1360,1429,11,23
1361,1779,10,21
1362,653,11,21
1363,4447,12,25
1364,9764,11,21
1365,3302,10,21
1366,1856,10,19
1367,2180,11,21
1368,4708,11,21
1369,5425,12,23
1370,3439,11,23
1371,7747,11,19
1372,4702,11,15
1373,263,10,21
1374,5892,10,21
1375,9858,11,19
1376,6088,11,21
1377,2244,11,23
1378,7303,11,19
1379,2040,11,21
1380,5753,12,23
1381,6998,11,17
1382,8034,11,23
1383,3560,10,21
1384,1404,9,19
1385,4044,12,21
1386,8885,10,21
1387,5231,12,23
1388,7603,10,13
1389,3357,11,21
1390,9963,11,23
1391,7487,11,21
1392,750,10,17
1393,5645,11,23
1394,5644,12,23
1395,6237,10,19
1396,8364,11,19
1397,2379,11,23
1398,3029,11,19
1399,9863,11,19
1400,6034,10,21
1401,9902,11,23
1402,6501,12,21
1403,922,10,21
1404,9802,10,21
1405,5329,11,23
1406,7322,11,17
1407,9555,11,21
1408,9405,11,23
1409,892,11,19
1410,1035,10,21
1411,1733,9,19
1412,5491,11,19
1413,9814,12,21
1414,2071,11,23
1415,4875,11,17
1416,6234,10,19
1417,2664,10,21
1418,5550,10,21
1419,6734,10,21
1420,934,11,19
1421,2387,10,21
1422,141,10,21
1423,7321,10,21
1424,8344,11,21
1425,9541,10,19
1426,9840,11,23
1427,2523,11,21
1428,9906,12,23
1429,1640,11,21
1430,9396,11,23
1431,4732,12,23
1432,1338,11,23
1433,3067,10,21
1434,4843,11,19
1435,4228,11,23
1436,1069,10,19
1437,8373,11,21
1438,9843,11,23
1439,9832,12,23
1440,486,10,21
1441,4343,12,25
1442,9289,11,23
1443,455,11,19
1444,4207,12,23
1445,9649,12,23
1446,3194,11,23
1447,1572,12,19
1448,87,9,19
1449,9784,12,23
1450,4922,10,21
1451,7636,10,17
1452,2260,11,21
1453,550,11,19
1454,9272,11,23
1455,3563,11,23
1456,4779,12,23
1457,4419,12,25
1458,274,10,21
1459,402,9,13
1460,1294,11,21
1461,259,10,21
1462,4389,12,25
1463,8076,10,21
1464,7717,10,21
1465,2448,10,21
1466,9608,11,23
1467,2424,10,21
1468,7952,12,23
1469,3706,12,25
1470,4249,11,23
1471,8201,11,23
1472,9452,12,21
1473,3819,12,21
1474,5512,11,19
1475,517,9,19
1476,4852,12,23
1477,5839,11,23
1478,515,10,19
1479,1115,11,17
1480,1530,12,19
1481,6820,12,21
1482,5409,12,23
1483,1529,11,23
1484,3462,11,23
1485,4239,12,23
1486,1907,10,21
1487,6285,10,21
1488,5262,12,21
1489,80,9,19
1490,9576,11,19
1491,170,10,21
1492,8759,11,21
1493,8806,11,19
1494,1728,10,21
1495,764,9,19
1496,747,10,21
1497,582,11,19
1498,4771,11,23
1499,6240,10,21
1500,6459,11,23
1501,7032,11,23
1502,3315,11,21
1503,7294,11,23
1504,9367,11,17
1505,6626,11,23
1506,8751,11,23
1507,5736,12,23
1508,8635,11,21
1509,185,10,21
1510,4058,12,25
1511,552,11,15
1512,2076,11,23
1513,5733,12,23
1514,3787,13,25
