index, number,insert_comparisons,search_comparisons
1515,3509,10,21
1516,4676,12,21
1517,6773,12,21
1518,1814,9,19
1519,3446,12,23
1520,2410,10,21
1521,1331,11,23
1522,443,10,21
1523,1930,10,21
1524,1254,11,23
1525,7545,10,21
1526,8813,11,23
1527,1559,12,23
1528,2339,11,21
1529,1620,11,21
1530,2678,9,19
1531,7906,10,19
1532,854,11,21
1533,9287,12,23
1534,9033,10,21
1535,4862,10,21
1536,5166,12,23
1537,3379,11,23
1538,888,12,23
1539,1432,11,19
1540,556,12,21
1541,6950,12,23
1542,5831,12,23
1543,2051,11,21
1544,2341,11,23
1545,4562,10,21
1546,5201,11,17
1547,5711,11,19
1548,1525,11,21
1549,5632,11,21
1550,905,12,25
1551,2592,10,19
1552,1782,11,21
1553,1828,9,19
1554,8404,10,21
1555,8988,11,21
1556,4290,12,21
1557,6435,10,21
1558,3957,12,21
1559,1572,11,17
1560,7350,11,19
1561,4722,11,23
1562,2968,10,21
1563,2854,10,21
1564,3655,12,25
1565,7264,11,23
1566,7075,12,23
1567,1011,10,21
1568,1961,11,23
1569,2471,11,23
1570,3866,12,25
1571,4429,13,25
1572,1102,9,17
1573,6255,11,21
1574,1523,11,19
1575,1203,10,21
1576,348,10,21
1577,1892,10,21
1578,9321,12,23
1579,704,10,17
1580,3426,12,23
1581,760,10,21
1582,4148,12,23
1583,6385,9,19
1584,9739,11,23
1585,7468,11,21
1586,7353,11,21
1587,3382,12,21
1588,1636,11,21
1589,6828,10,21
1590,8526,11,23
1591,7034,12,23
1592,2507,10,21
1593,2360,11,23
1594,881,11,23
1595,9094,10,21
1596,1177,10,11
1597,5754,11,23
1598,7865,10,21
1599,3731,13,25
1600,1202,11,21
1601,1141,11,21
1602,5229,11,23
1603,7519,10,21
1604,7321,11,19
1605,6218,10,15
1606,4340,13,25
1607,7650,9,15
1608,7065,12,23
1609,4081,11,23
1610,6957,12,23
1611,2561,10,21
1612,6354,10,19
1613,726,10,17
1614,1888,10,17
1615,5378,11,23
1616,3889,11,21
1617,8530,11,21
1618,1251,12,21
1619,4193,11,23
1620,8083,10,21
1621,2540,11,23
1622,9266,11,15
1623,9298,11,23
1624,9179,10,17
1625,5855,10,21
1626,7257,12,23
1627,2297,11,23
1628,754,10,21
1629,8174,11,23
1630,2740,11,21
1631,3367,12,23
1632,2814,10,21
1633,8869,10,21
1634,8121,11,23
1635,4997,12,23
1636,4519,12,21
1637,817,12,21
1638,8404,11,19
1639,1686,10,17
1640,2565,10,21
1641,6339,9,19
1642,3443,12,23
1643,6855,11,23
1644,9006,11,19
1645,2097,11,23
1646,4755,12,23
1647,2475,11,23
1648,8175,12,21
1649,302,11,15
1650,6891,12,23
1651,933,12,25
1652,9448,12,23
1653,1548,11,19
1654,439,11,21
1655,4836,12,25
1656,1677,11,23
1657,8766,11,23
1658,5768,11,5
1659,2406,11,19
1660,747,11,19
1661,3170,11,23
1662,554,12,23
1663,5382,11,23
1664,5832,12,23
1665,9519,10,9
1666,5750,11,23
1667,9896,12,23
1668,9021,10,21
1669,4796,12,21
1670,9817,12,23
1671,5960,10,21
1672,1560,12,21
1673,1649,10,21
1674,789,10,21
1675,7901,10,17
1676,3869,10,17
1677,66,9,19
1678,1526,11,21
1679,5699,11,13
1680,6718,11,21
1681,8617,10,21
1682,6664,11,17
1683,7385,10,17
1684,2571,10,17
1685,1523,10,19
1686,7223,10,21
1687,5240,11,23
1688,3419,12,21
1689,3502,11,21
1690,7382,10,19
1691,870,11,21
1692,7771,11,23
1693,784,11,21
1694,8308,10,21
1695,362,10,21
1696,3926,11,23
1697,9196,12,23
1698,6924,12,21
1699,3984,11,21
1700,950,12,25
1701,8753,12,23
1702,8365,11,21
1703,8239,11,19
1704,1705,10,21
1705,6308,10,21
1706,9993,12,25
1707,4282,12,25
1708,7224,11,21
1709,9519,11,9
1710,5729,11,23
1711,964,12,23
1712,8277,10,21
1713,8154,12,23
1714,5793,11,21
1715,6071,10,21
1716,5315,10,21
1717,7065,12,21
1718,2312,12,23
1719,4454,12,15
1720,5226,10,19
1721,3014,11,23
1722,6971,10,21
1723,7873,11,21
1724,2234,11,23
1725,7984,12,23
1726,523,10,21
1727,6777,11,23
1728,944,13,15
1729,83,9,17
1730,3284,10,17
1731,3301,11,21
1732,3143,11,23
1733,5754,12,21
1734,5814,11,23
1735,1413,9,19
1736,9761,12,23
1737,2691,11,21
1738,3193,12,21
1739,5013,11,19
1740,3607,11,23
1741,2274,12,23
1742,7341,11,19
1743,996,12,23
1744,9021,11,21
1745,8601,10,15
1746,2336,11,23
1747,3781,12,25
1748,9336,11,21
1749,4167,12,17
1750,3780,13,25
1751,1541,11,23
1752,8100,11,19
1753,3566,12,23
1754,3936,12,23
1755,9567,10,21
1756,5570,12,25
1757,4201,12,25
1758,5397,10,21
1759,9916,11,23
1760,2607,9,19
1761,7677,9,19
1762,9300,11,21
1763,9855,12,23
1764,539,10,21
1765,3023,12,23
1766,5918,10,21
1767,720,10,21
1768,2664,11,19
1769,8182,11,23
1770,8124,11,19
1771,6151,11,19
1772,1345,10,21
1773,2611,10,17
1774,2784,10,19
1775,9180,11,23
1776,4221,12,25
1777,8495,10,21
1778,4412,13,23
1779,508,10,21
1780,1780,11,21
1781,1283,10,21
1782,2754,10,21
1783,687,10,21
1784,9377,12,21
1785,9198,12,21
1786,6043,10,21
1787,3607,12,21
1788,7465,11,19
1789,258,11,21
1790,348,10,17
1791,8491,11,19
1792,4811,12,25
1793,8016,11,23
1794,2277,12,23
1795,4390,12,23
1796,792,11,21
1797,246,10,19
1798,6108,9,19
1799,2057,11,23
1800,9221,12,23
1801,6246,11,21
1802,9818,12,25
1803,2488,11,23
1804,1486,10,17
1805,664,10,21
1806,468,11,21
1807,4020,11,21
1808,7630,10,19
1809,1379,9,17
1810,1277,11,19
1811,7748,11,23
1812,6348,10,19
1813,9336,11,21
1814,1273,11,23
1815,6730,10,21
1816,4872,12,23
1817,31,10,21
1818,1125,11,21
1819,4691,13,25
1820,1399,10,19
1821,9446,12,21
1822,2006,11,23
1823,8030,12,23
1824,5323,11,21
1825,454,11,23
1826,5120,11,23
1827,1921,11,21
1828,5350,11,19
1829,8505,10,21
1830,264,9,15
1831,904,13,25
1832,1184,10,21
1833,890,12,25
1834,1675,12,19
1835,4784,12,23
1836,4407,11,23
1837,7339,11,21
1838,5247,11,23
1839,6372,11,21
1840,6567,12,23
1841,2413,12,23
1842,2251,11,23
1843,8501,11,21
1844,2235,11,21
1845,2331,12,23
1846,7827,10,21
1847,5791,12,25
1848,3970,10,19
1849,6728,12,25
1850,5383,12,23
1851,5177,11,19
1852,1877,10,15
1853,3674,9,19
1854,685,11,19
1855,1949,10,19
1856,2088,12,23
1857,2119,10,21
1858,3563,12,21
1859,665,11,19
1860,6686,12,25
1861,8575,11,23
1862,9785,12,23
1863,7861,11,23
1864,9410,12,23
1865,4970,11,17
1866,7159,12,21
1867,8070,12,23
1868,1508,11,23
1869,9396,12,21
1870,1195,11,19
1871,4979,12,21
1872,4065,10,17
1873,8997,11,23
1874,3950,10,21
1875,4502,12,25
1876,2423,12,25
1877,5046,12,23
1878,119,10,17
1879,2949,11,19
1880,4534,12,25
1881,6033,12,25
1882,5079,11,21
1883,4466,12,25
1884,1658,11,23
1885,5624,11,23
1886,6983,12,25
1887,4319,12,21
1888,4921,12,25
1889,1753,11,17
1890,6175,12,23
1891,3110,11,19
1892,1064,11,21
1893,929,12,25
1894,1449,11,21
1895,8648,11,23
1896,4931,12,25
1897,3582,12,23
1898,5334,11,23
1899,3348,11,23
1900,9676,12,23
1901,6057,12,25
1902,1599,10,21
1903,5402,11,23
1904,9492,12,23
1905,4612,10,21
1906,6894,13,27
1907,6225,12,21
1908,920,12,21
1909,880,12,25
1910,3373,12,23
1911,102,11,21
1912,7997,11,23
1913,9699,11,23
1914,6543,12,21
1915,694,10,21
1916,4527,13,23
1917,1064,12,21
1918,6878,12,25
1919,3261,11,21
1920,1047,12,21
1921,342,10,19
1922,4357,11,23
1923,480,11,23
1924,7467,11,21
1925,7430,11,17
1926,2319,12,25
1927,4104,11,21
1928,650,11,19
1929,671,11,17
1930,8096,11,23
1931,5888,12,23
1932,2360,12,21
1933,3476,12,21
1934,3427,12,23
1935,9393,12,25
1936,7927,11,19
1937,8817,11,21
1938,8899,10,21
1939,2876,10,21
1940,2759,11,19
1941,8466,11,21
1942,8189,12,23
1943,1496,11,23
1944,1503,12,23
1945,1093,9,19
1946,7238,12,23
1947,7964,12,23
1948,8060,12,21
1949,992,12,21
1950,1097,10,21
1951,319,10,21
1952,5097,11,23
1953,4950,12,23
1954,5108,11,23
1955,5502,12,25
1956,1440,10,21
1957,2406,12,21
1958,372,9,19
1959,191,10,21
1960,6880,13,25
1961,7956,12,23
1962,173,11,21
1963,1395,10,21
1964,5728,12,23
1965,4732,11,19
1966,1166,11,19
1967,2752,11,21
1968,3554,12,23
1969,8949,10,21
1970,613,10,21
1971,704,11,17
1972,1228,11,23
1973,2291,12,23
1974,9919,12,23
1975,4804,11,23
1976,1299,10,21
1977,3055,11,23
1978,1923,11,21
1979,7422,11,19
1980,856,11,19
1981,3338,11,23
1982,9584,12,23
1983,6621,13,25
1984,3576,11,21
1985,5951,12,25
1986,5491,12,21
1987,6874,13,27
1988,5087,11,23
1989,4345,12,23
1990,5566,13,25
1991,7987,10,21
1992,4108,11,23
1993,6006,12,25
1994,1893,10,21
1995,8149,12,23
1996,8043,12,23
1997,9834,12,25
1998,7450,11,23
1999,1935,10,19
2000,7967,12,23
2001,2886,10,21
2002,8284,10,21
2003,3621,11,23
2004,8942,10,21
2005,2075,11,23
2006,3132,12,23
2007,4514,13,23
2008,1042,11,23
2009,5578,13,25
2010,960,12,25
2011,3410,12,23
2012,7004,13,23
2013,189,11,21
2014,5963,12,25
2015,8415,11,23
2016,5932,11,23
2017,7035,13,27
2018,8172,12,23
2019,4794,11,23
2020,7694,11,21
2021,8664,11,23
2022,4310,11,21
2023,924,12,25
2024,1927,11,21
2025,7627,10,21
2026,880,13,23
2027,4862,11,19
2028,7521,11,21
2029,5717,11,23
2030,9662,11,23
2031,8518,11,21
2032,164,11,21
2033,7358,10,21
2034,992,12,21
2035,8114,11,23
2036,5701,11,19
2037,7234,12,21
2038,1610,11,19
2039,5770,13,25
2040,7331,11,23
2041,8124,12,19
2042,7540,11,19
2043,4545,11,21
2044,9919,12,23
2045,3330,12,21
2046,8610,11,23
2047,9836,12,23
2048,716,11,23
2049,9665,12,23
2050,1414,10,19
2051,967,12,25
2052,3416,12,23
2053,3242,12,21
2054,7764,12,23
2055,7556,11,21
2056,2873,11,23
2057,13,10,21
2058,5895,12,25
2059,1749,11,23
2060,4475,12,25
2061,6245,12,23
2062,4402,12,23
2063,6428,12,25
2064,6553,12,23
2065,4101,11,23
2066,650,11,19
2067,8337,11,21
2068,3403,11,23
2069,5809,12,23
2070,50,11,23
2071,3300,11,19
2072,3103,10,21
2073,1776,11,23
2074,455,11,19
2075,2643,10,21
2076,5738,12,23
2077,1472,10,21
2078,9581,12,25
2079,7374,9,19
2080,6656,13,25
2081,8618,11,23
2082,777,10,21
2083,297,10,21
2084,6355,11,23
2085,4583,11,21
2086,2465,11,23
2087,4322,12,23
2088,8585,12,21
2089,9828,13,25
2090,5760,12,23
2091,531,11,21
2092,9169,11,23
2093,2210,11,21
2094,1951,11,21
2095,1946,10,21
2096,2647,11,21
2097,3698,10,21
2098,7536,10,21
2099,5480,11,21
2100,2198,11,21
2101,8303,10,21
2102,3436,11,23
2103,6951,12,25
2104,4237,11,19
2105,9851,12,21
2106,1329,11,19
2107,3792,12,23
2108,7157,12,25
2109,4719,11,23
2110,148,10,21
2111,2635,10,21
2112,7122,13,23
2113,7517,11,23
2114,189,11,19
2115,7495,11,23
2116,9944,13,25
2117,4424,12,23
2118,8003,12,21
2119,13,11,17
2120,879,13,11
2121,5351,11,23
2122,2133,10,21
2123,1664,11,21
2124,1194,11,23
2125,4101,12,21
2126,1803,11,21
2127,2008,11,23
2128,9669,12,25
2129,1741,11,23
2130,6460,13,23
2131,9472,11,23
2132,3262,12,23
2133,2148,11,23
2134,4897,10,21
2135,7228,12,25
2136,5718,12,21
2137,7287,12,25
2138,1850,10,19
2139,8351,10,21
2140,5127,11,23
2141,1175,11,23
2142,3567,11,21
2143,9580,13,25
2144,7351,11,21
2145,2226,11,23
2146,9178,11,23
2147,475,12,23
2148,334,11,21
2149,5892,12,21
2150,2115,12,23
2151,8542,11,23
2152,8981,11,23
2153,2638,11,21
2154,2268,11,23
2155,4340,11,21
2156,2863,10,21
2157,9333,11,19
2158,8207,12,25
2159,366,10,21
2160,5180,11,23
2161,2670,10,17
2162,596,11,23
2163,6209,12,21
2164,3260,11,23
2165,1705,11,19
2166,9543,11,21
2167,1451,10,19
2168,2705,11,21
2169,6795,12,25
2170,9306,12,23
2171,4345,12,21
2172,1624,11,23
2173,337,10,13
2174,6775,13,25
2175,56,12,21
2176,5530,12,23
2177,4689,13,23
2178,4568,11,23
2179,3115,11,21
2180,3005,12,23
2181,1811,9,19
2182,7290,13,25
2183,3405,12,21
2184,1216,12,21
2185,3825,10,21
2186,3487,12,23
2187,2023,10,19
2188,8584,12,23
2189,6715,12,25
2190,6323,11,19
2191,6964,12,23
2192,9684,11,21
2193,1469,10,21
2194,1490,12,23
2195,8626,11,17
2196,8183,12,19
2197,8261,11,21
2198,4472,13,25
2199,7596,9,19
2200,7767,12,23
2201,4400,12,23
2202,6585,12,25
2203,2374,12,25
2204,2418,13,23
2205,5860,13,25
2206,5922,12,25
2207,1033,13,23
2208,1713,10,21
2209,2931,11,21
2210,8783,10,21
2211,9104,12,23
2212,1695,10,21
2213,1934,10,21
2214,9695,11,19
2215,4290,11,19
2216,8859,10,21
2217,8824,10,13
2218,8708,11,19
2219,8609,12,23
2220,5483,11,23
2221,285,10,21
2222,3296,10,21
2223,5793,13,23
2224,5556,12,25
2225,8131,11,23
2226,2445,10,21
2227,2861,12,19
2228,9512,11,23
2229,32,11,19
2230,459,11,21
2231,3223,11,7
2232,8112,12,23
2233,6668,13,23
2234,9407,11,19
2235,702,11,21
2236,1530,11,15
2237,1096,11,19
2238,6377,12,23
2239,1829,10,21
2240,3364,10,17
2241,2751,12,21
2242,9847,12,23
2243,2562,11,23
2244,5626,12,21
2245,5708,11,21
2246,4713,12,25
2247,4932,13,23
2248,5052,12,21
2249,8092,12,23
2250,3685,11,23
2251,5033,12,23
2252,1715,11,23
2253,5477,11,23
2254,5484,12,23
2255,1502,12,21
2256,2581,10,21
2257,4264,11,21
2258,7900,11,23
2259,6552,12,23
2260,2519,11,23
2261,2163,11,23
2262,7495,12,21
2263,6547,12,23
2264,2819,12,23
2265,3481,12,23
2266,788,11,23
2267,169,11,21
2268,1243,11,23
2269,1862,10,17
2270,5493,12,23
2271,6885,13,11
2272,2588,11,23
2273,3262,11,21
2274,8617,12,21
2275,4649,12,21
2276,582,11,19
2277,3973,10,21
2278,9714,11,23
2279,9725,12,25
2280,3115,12,21
2281,3701,11,21
2282,2537,12,23
2283,968,13,23
2284,6454,12,25
2285,187,10,21
2286,2928,11,23
2287,8323,11,23
2288,7950,11,23
2289,2018,11,23
2290,7897,12,21
2291,6076,11,23
2292,7963,11,23
2293,3957,10,17
2294,4790,12,21
2295,5369,12,25
2296,3913,11,23
2297,8031,11,23
2298,4881,11,23
2299,9279,12,25
2300,3162,11,23
2301,9829,13,25
2302,4300,12,25
2303,5761,12,25
2304,8897,11,21
2305,6886,14,27
2306,3243,11,23
2307,2492,12,21
2308,6140,12,25
2309,34,11,21
2310,5745,12,25
2311,2643,11,19
2312,8241,12,23
2313,9961,12,21
2314,1144,11,23
2315,7590,10,19
2316,8205,13,23
2317,933,12,19
2318,421,11,21
2319,1144,12,21
2320,3496,11,21
2321,1323,11,21
2322,9771,12,25
2323,2081,12,23
2324,8701,11,21
2325,2718,11,21
2326,3535,11,21
2327,5377,12,21
2328,5289,10,21
2329,1285,10,7
2330,5900,13,25
2331,807,11,23
2332,1618,11,23
2333,7437,11,23
2334,5816,13,27
2335,5905,13,25
2336,6442,12,25
2337,3825,11,19
2338,8550,12,21
2339,9189,12,23
2340,1827,10,21
2341,1354,11,23
2342,8606,12,23
2343,8319,11,23
2344,262,10,21
2345,7266,13,25
2346,9290,11,23
2347,9275,13,23
2348,2655,12,23
2349,9469,12,21
2350,9202,11,23
2351,1669,12,23
2352,5691,12,21
2353,8186,13,23
2354,6458,13,25
2355,8415,12,21
2356,4772,12,25
2357,8838,10,21
2358,5834,13,25
2359,4611,11,19
2360,5484,12,21
2361,5827,13,27
2362,3662,11,21
2363,4570,12,23
2364,4729,11,21
2365,215,9,19
2366,3967,10,21
2367,1581,11,23
2368,4016,10,21
2369,3127,12,23
2370,8355,11,23
2371,4874,11,23
2372,9269,12,25
2373,2325,12,25
2374,5008,11,23
2375,968,13,21
2376,9185,11,13
2377,9319,11,23
2378,9591,12,25
2379,4670,12,25
2380,7589,10,21
2381,4475,13,21
2382,4190,11,23
2383,7794,10,21
2384,8414,12,23
2385,9160,11,23
2386,6494,13,27
2387,430,11,23
2388,8313,11,21
2389,710,11,23
2390,5775,13,25
2391,6231,12,25
2392,441,11,19
2393,6481,13,27
2394,8048,12,21
2395,5280,10,21
2396,1639,12,23
2397,4458,13,25
2398,2971,11,21
2399,7708,11,19
2400,586,12,23
2401,1614,11,23
2402,7608,10,17
2403,5652,12,25
2404,5575,12,25
2405,9803,12,23
2406,3649,11,21
2407,2696,12,21
2408,2426,12,25
2409,369,10,21
2410,9191,11,23
2411,1161,11,23
2412,9046,11,19
2413,6021,12,25
2414,5059,12,25
2415,1462,11,19
2416,185,11,19
2417,1340,11,23
2418,1247,11,23
2419,7749,12,23
2420,6948,12,25
2421,8117,11,23
2422,2198,11,19
2423,8517,11,21
2424,6281,12,23
2425,1384,11,21
2426,4536,10,9
2427,225,9,17
2428,2517,12,17
2429,5086,12,21
2430,5187,12,21
2431,4327,11,23
2432,9761,12,23
2433,9424,11,23
2434,4095,12,23
2435,9130,11,23
2436,1651,12,23
2437,2037,10,21
2438,5208,11,19
2439,726,10,17
2440,3739,12,23
2441,5206,11,23
2442,1906,11,23
2443,402,10,13
2444,8555,12,25
2445,3877,11,19
2446,5160,11,17
2447,5274,11,21
2448,9701,12,11
2449,7902,12,21
2450,2149,12,23
2451,5965,13,25
2452,9324,11,15
2453,540,10,21
2454,9319,12,21
2455,4868,12,23
2456,8228,12,25
2457,286,11,21
2458,1440,11,19
2459,2661,12,23
2460,1323,11,19
2461,3948,11,21
2462,7727,11,19
2463,3830,10,21
2464,4252,11,23
2465,5,11,19
2466,1198,11,21
2467,6118,12,25
2468,3889,11,19
2469,4202,12,21
2470,4045,10,21
2471,1865,11,23
2472,5353,12,21
2473,7473,10,21
2474,544,10,21
2475,1714,11,19
2476,4203,12,23
2477,274,11,17
2478,2597,11,21
2479,4182,12,23
2480,1994,11,23
2481,2566,11,23
2482,9000,12,23
2483,9406,11,23
2484,5113,12,17
2485,4386,12,23
2486,1642,11,23
2487,6573,12,23
2488,8913,11,17
2489,2414,13,25
2490,9903,12,25
2491,9043,11,21
2492,4736,12,21
2493,5354,12,23
2494,4151,12,21
2495,3729,11,23
2496,5252,11,23
2497,4579,12,23
2498,9599,12,25
2499,7230,12,23
2500,5241,12,23
2501,1171,12,21
2502,3737,12,23
2503,6346,11,23
2504,5839,13,19
2505,5815,14,25
2506,4585,12,23
2507,6993,13,25
2508,2335,12,25
2509,8837,11,19
2510,6386,11,23
2511,8258,11,19
2512,575,12,23
2513,9597,13,25
2514,1664,11,15
2515,3904,11,23
2516,7780,12,23
2517,223,10,21
2518,4583,12,17
2519,1736,11,13
2520,1144,12,19
2521,8605,12,21
2522,3900,12,21
2523,5636,12,25
2524,1533,12,23
2525,7779,12,21
2526,1699,10,13
2527,6656,13,23
2528,289,11,23
2529,3220,11,23
2530,5577,13,27
2531,3515,11,23
2532,9682,11,19
2533,279,11,23
2534,4306,12,25
2535,1217,12,23
2536,3939,11,23
2537,4962,11,23
2538,8038,12,23
2539,1334,11,23
2540,5855,13,21
2541,7349,11,23
2542,295,11,19
2543,9925,13,25
2544,8061,12,25
2545,6570,12,25
2546,2838,12,21
2547,4026,10,21
2548,1813,11,17
2549,1083,11,15
2550,8310,11,19
2551,6349,11,23
2552,9603,13,25
2553,7477,12,23
2554,8545,12,25
2555,1904,12,23
2556,441,12,19
2557,3852,10,17
2558,7899,12,25
2559,362,11,17
2560,1530,12,15
2561,3775,11,23
2562,3780,11,21
2563,3062,12,23
2564,6676,13,27
2565,1950,11,7
2566,529,11,23
2567,8645,11,23
2568,3037,11,23
2569,185,11,19
2570,3277,11,23
2571,1339,12,23
2572,386,10,21
2573,1594,11,21
2574,1772,12,21
2575,2265,12,23
2576,1707,11,15
2577,7141,12,25
2578,816,12,23
2579,3078,12,23
2580,4419,13,19
2581,1391,11,21
2582,6672,14,27
2583,7059,12,25
2584,6375,12,23
2585,8189,13,23
2586,7941,11,23
2587,8815,12,23
2588,9517,11,23
2589,1439,11,21
2590,2887,11,23
2591,4953,12,23
2592,9623,12,25
2593,7405,11,21
2594,6152,12,25
2595,9924,13,25
2596,2248,11,23
2597,7376,11,19
2598,862,12,21
2599,1456,10,13
2600,3926,11,19
2601,7300,12,23
2602,2743,12,23
2603,2342,12,23
2604,5344,12,23
2605,3212,11,23
2606,7481,12,21
2607,5172,11,23
2608,3410,11,21
2609,7207,12,21
2610,6728,13,23
2611,1402,10,21
2612,4903,13,19
2613,8034,12,17
2614,2731,12,21
2615,100,11,19
2616,959,13,23
2617,8750,12,23
2618,2864,11,23
2619,6073,12,25
2620,2305,12,21
2621,7027,13,27
2622,2623,12,23
2623,5651,13,25
2624,3250,12,21
2625,8581,12,25
2626,237,10,21
2627,6896,14,27
2628,678,11,23
2629,9142,12,21
2630,2978,12,23
2631,2056,12,11
2632,4806,12,25
2633,8204,13,25
2634,4477,11,23
2635,1184,11,21
2636,6707,13,27
2637,9076,11,23
2638,3302,10,15
2639,1967,10,21
2640,778,11,21
2641,7047,13,25
2642,4532,13,25
2643,4239,11,21
2644,8057,12,25
2645,2060,12,23
2646,8768,11,23
2647,1286,10,17
2648,1952,12,23
2649,4943,11,23
2650,1386,11,21
2651,4885,12,21
2652,8908,11,23
2653,6801,12,25
2654,2907,12,23
2655,8337,12,21
2656,5104,12,25
2657,9551,11,23
2658,9179,12,19
2659,8272,11,19
2660,4501,13,25
2661,6759,13,25
2662,3763,11,23
2663,7974,12,25
2664,2980,12,25
2665,2568,12,23
2666,9349,12,25
2667,673,12,23
2668,401,11,21
2669,7449,12,23
2670,9867,12,25
2671,2786,12,25
2672,7754,12,23
2673,9181,12,25
2674,3790,11,19
2675,2173,12,23
2676,6927,13,19
2677,4214,10,21
2678,3512,12,23
2679,2626,11,19
2680,6437,12,25
2681,328,11,21
2682,7179,12,25
2683,5197,12,25
2684,4918,13,25
2685,9407,11,19
2686,5363,11,23
2687,5706,11,23
2688,8684,10,21
2689,8643,12,23
2690,3418,11,19
2691,9854,12,21
2692,5582,13,27
2693,9435,12,23
2694,6555,12,25
2695,4626,11,19
2696,8697,10,21
2697,1680,10,21
2698,1065,13,25
2699,5121,11,23
2700,4450,13,25
2701,9060,12,21
2702,3184,12,21
2703,8420,12,23
2704,5691,12,21
2705,4978,11,23
2706,6892,14,27
2707,8988,11,21
2708,1124,12,23
2709,6631,13,27
2710,441,12,19
2711,176,11,23
2712,5060,12,23
2713,2849,13,23
2714,3979,10,21
2715,5687,12,25
2716,9720,13,25
2717,4887,12,23
2718,9760,12,25
2719,8344,11,21
2720,3196,12,25
2721,7498,12,19
2722,7298,13,25
2723,640,11,23
2724,1272,12,23
2725,539,11,19
2726,3904,12,21
2727,9780,13,25
2728,4076,12,23
2729,3533,11,23
2730,6160,12,17
2731,343,10,19
2732,2367,12,23
2733,8795,11,21
2734,6782,13,25
2735,9247,11,23
2736,6116,13,23
2737,3581,11,19
2738,3528,12,23
2739,1667,11,23
2740,8510,11,23
2741,6679,14,27
2742,1181,11,19
2743,3415,11,23
2744,1414,10,19
2745,9923,13,25
2746,1123,12,23
2747,6540,12,25
2748,954,13,19
2749,209,11,19
2750,7848,11,23
2751,1953,12,23
2752,9720,13,23
2753,8299,11,23
2754,6923,14,27
2755,9439,12,23
2756,4412,12,21
2757,366,11,19
2758,348,10,15
2759,6323,12,19
2760,8646,12,23
2761,3270,11,19
2762,9537,11,23
2763,893,10,19
2764,5919,13,21
2765,8472,11,23
2766,3403,11,21
2767,6297,11,23
2768,2429,13,23
2769,214,10,21
2770,7289,12,25
2771,9771,13,23
2772,7974,13,23
2773,3119,11,21
2774,7643,10,21
2775,8641,12,23
2776,962,12,25
2777,5045,12,21
2778,777,11,19
2779,9444,12,25
2780,51,12,23
2781,4803,12,25
2782,5060,13,21
2783,4590,12,23
2784,3977,10,21
2785,1007,12,21
2786,2301,12,25
2787,2722,11,21
2788,9937,13,23
2789,1676,11,23
2790,4102,11,23
2791,9497,11,23
2792,2110,11,23
2793,8275,11,23
2794,630,12,19
2795,57,12,23
2796,3435,11,21
2797,6835,13,23
2798,9473,12,25
2799,7419,11,23
2800,8208,12,25
2801,5110,12,25
2802,6294,12,25
2803,524,11,23
2804,9427,12,25
2805,4406,13,25
2806,9882,12,25
2807,2804,13,25
2808,9344,13,23
2809,560,11,23
2810,3478,12,23
2811,6518,12,25
2812,6700,14,27
2813,2263,12,23
2814,1581,12,21
2815,4967,12,25
2816,1863,12,23
2817,9964,12,25
2818,5201,12,17
2819,9539,12,21
2820,5504,12,25
2821,5854,13,27
2822,2598,11,19
2823,2428,13,19
2824,509,11,21
2825,2012,11,23
2826,2774,12,23
2827,2628,12,21
2828,1499,12,23
2829,2322,12,23
2830,630,12,19
2831,1117,12,25
2832,3363,10,21
2833,2884,12,23
2834,7033,13,27
2835,8190,12,23
2836,3806,11,23
2837,5924,13,25
2838,9940,13,27
2839,2441,12,25
2840,6842,13,27
2841,3818,12,23
2842,4290,11,17
2843,2459,12,17
2844,7149,12,25
2845,7573,10,21
2846,6809,13,23
2847,8612,11,23
2848,3913,13,23
2849,6221,12,25
2850,1293,11,21
2851,3832,11,21
2852,2561,13,23
2853,2282,12,25
2854,5251,12,23
2855,597,11,13
2856,2827,12,25
2857,4026,12,21
2858,3833,12,25
2859,9366,13,25
2860,7718,12,23
2861,7535,12,23
2862,4500,12,15
2863,1015,12,25
2864,9054,12,25
2865,7624,11,21
2866,6057,13,23
2867,5769,12,25
2868,3070,12,21
2869,7218,12,25
2870,1840,11,23
2871,7512,11,23
2872,5605,11,23
2873,2717,10,21
2874,9414,12,25
2875,2396,11,21
2876,3133,11,23
2877,3715,12,25
2878,8290,11,23
2879,1709,11,19
2880,5304,12,23
2881,2439,13,25
2882,9083,12,23
2883,4890,12,21
2884,6347,12,23
2885,8971,10,21
2886,7927,12,19
2887,7372,11,23
2888,2687,12,23
2889,6100,13,25
2890,39,11,21
2891,2534,13,25
2892,725,10,21
2893,4770,12,25
2894,2385,11,19
2895,3088,11,23
2896,7242,11,23
2897,2266,12,23
2898,1054,11,23
2899,4997,12,21
2900,7436,12,23
2901,294,11,21
2902,6054,13,25
2903,9257,11,21
2904,7964,13,23
2905,6769,13,27
2906,5112,13,25
2907,5727,12,25
2908,7412,11,23
2909,2299,13,23
2910,3855,11,23
2911,25,12,23
2912,5851,14,25
2913,4596,12,23
2914,1601,11,23
2915,9665,13,23
2916,7590,10,19
2917,3622,11,21
2918,169,11,21
2919,8472,12,21
2920,1122,13,19
2921,1635,10,21
2922,7688,11,21
2923,1438,11,23
2924,175,12,21
2925,481,12,23
2926,343,10,19
2927,5665,13,25
2928,2831,12,25
