index, number,insert_comparisons,search_comparisons
183,9012,4,9
184,7369,4,9
185,6257,10,21
186,9185,12,25
187,6361,9,19
188,9579,10,21
189,2950,13,27
190,2815,13,27
191,2053,15,31
192,5156,12,25
193,3823,13,27
194,8360,6,13
195,2911,13,27
196,6289,11,23
197,6885,10,15
198,1678,8,9
199,7015,11,23
200,1571,8,17
201,5767,7,15
202,37,5,11
203,7225,13,27
204,770,9,19
205,3114,9,19
206,4335,9,19
207,4132,12,25
208,7763,6,13
209,6733,13,27
210,1979,13,27
211,2620,13,27
212,3869,14,29
213,7314,10,21
214,6762,11,23
215,2444,11,23
216,9576,11,23
217,2010,15,31
218,8802,6,13
219,9792,11,23
220,4151,13,27
221,576,12,25
222,870,9,19
223,1729,8,17
224,2808,14,29
225,4953,13,27
226,4789,13,27
227,2386,12,25
228,1370,8,17
229,6218,11,23
230,5762,8,17
231,460,12,25
232,7662,6,13
233,3195,10,21
234,4645,12,25
235,3493,11,23
236,9569,12,25
237,2619,14,29
238,9680,10,21
239,1461,6,13
240,6664,13,27
241,2564,10,21
242,4500,8,17
243,7708,7,15
244,445,13,27
245,2688,12,25
246,3908,12,25
247,382,10,21
248,5610,9,19
249,412,14,29
250,8090,6,13
251,9217,13,27
252,7411,5,11
253,7659,7,15
254,7386,6,13
255,617,11,23
256,8601,6,13
257,494,13,27
258,3188,11,23
259,4818,11,21
260,7148,13,27
261,6451,11,23
262,6029,13,27
263,6574,12,25
264,5488,11,23
265,1724,9,19
266,1504,9,19
267,4030,12,25
268,9091,6,13
269,7650,8,17
270,3840,15,31
271,7414,6,13
272,6798,12,25
273,4009,13,27
274,5010,13,27
275,6477,12,25
276,2411,13,27
277,5365,11,23
278,7657,9,19
279,8514,7,15
280,6598,13,27
281,733,8,17
282,4034,13,27
283,4646,13,27
284,9222,14,29
285,1103,10,21
286,8145,6,13
287,3397,11,23
288,9454,11,23
289,3413,12,25
290,5611,10,21
291,6070,14,29
292,4223,12,25
293,7815,8,17
294,1046,9,19
295,4454,10,21
296,417,15,31
297,6209,12,19
298,7630,9,19
299,447,14,29
300,6097,13,27
301,2726,13,27
302,825,9,19
303,1999,14,29
304,4637,13,27
305,4308,10,21
306,3677,12,25
307,2774,15,31
308,8110,7,15
309,1274,8,17
310,112,6,13
311,7648,10,21
312,6613,14,29
313,1719,8,17
314,3680,13,27
315,3125,12,25
316,4937,14,29
317,1973,14,29
318,9845,12,25
319,2637,11,23
320,4160,14,29
321,9991,5,11
322,5876,9,19
323,6279,12,25
324,5916,10,21
325,4702,14,29
326,4757,15,31
327,1083,10,21
328,2456,12,25
329,3122,13,27
330,103,7,15
331,6927,12,25
332,67,8,17
333,8223,7,15
334,5554,11,23
335,4808,13,27
336,9596,11,23
337,14,6,13
338,1805,9,19
339,4721,16,33
340,6911,13,27
341,8805,7,15
342,897,6,13
343,944,9,19
344,8830,6,13
345,9266,12,23
346,2446,13,27
347,4903,15,31
348,3700,14,29
349,1028,10,21
350,1164,11,23
351,7720,7,15
352,1686,9,19
353,7050,11,23
354,1701,9,19
355,6013,10,21
356,2107,12,25
357,1201,9,19
358,8626,7,15
359,8567,8,17
360,717,9,19
361,6711,14,29
362,7139,14,29
363,8085,7,15
364,2576,11,23
365,2517,13,27
366,7698,8,17
367,552,13,27
368,4659,14,29
369,8221,8,17
370,5226,12,25
371,9172,13,27
372,3669,13,27
373,4977,14,29
374,548,14,29
375,6682,15,31
376,6602,14,29
377,8740,7,15
378,7506,4,9
379,1731,10,21
380,1214,10,21
381,8724,8,17
382,7232,14,29
383,5919,11,23
384,105,8,17
385,4728,17,35
386,8104,8,17
387,8416,6,13
388,931,10,21
389,5558,12,25
390,565,14,29
391,1360,9,19
392,26,7,15
393,4537,11,23
394,1482,7,15
395,2810,15,31
396,2385,13,27
397,5377,12,25
398,611,12,25
399,4600,12,25
400,8523,9,19
401,4875,8,17
402,908,7,15
403,1721,10,13
404,9801,13,27
405,2035,16,33
406,8817,8,17
407,5493,12,25
408,689,10,21
409,7127,15,31
410,5478,10,21
411,9635,11,23
412,368,11,23
413,1374,9,19
414,5160,13,27
415,5162,14,29
416,432,16,33
417,6472,13,27
418,5699,9,19
419,1527,10,21
420,1549,9,19
421,5720,10,21
422,4934,16,33
423,1808,10,21
424,1540,9,19
425,1935,9,19
426,1476,8,17
427,5958,10,21
428,350,4,9
429,3499,11,23
430,2396,14,29
431,6368,10,21
432,1756,11,23
433,928,11,23
434,3115,14,29
435,9461,12,25
436,4979,15,31
437,853,10,21
438,208,7,15
439,1434,7,15
440,954,11,23
441,6418,10,21
442,1969,15,31
443,5070,14,29
444,8913,5,11
445,8825,7,15
446,8508,8,17
447,193,8,17
448,8324,7,15
449,9043,7,15
450,704,11,23
451,8732,9,19
452,9680,11,21
453,9324,13,27
454,8077,8,17
455,1837,11,23
456,4902,16,33
457,3090,9,19
458,6601,15,31
459,3889,13,27
460,46,9,19
461,3273,11,23
462,2069,13,27
463,8696,9,19
464,9565,13,27
465,643,11,23
466,7247,15,31
467,5459,11,23
468,2666,10,21
469,302,5,11
470,7369,7,9
471,9841,14,29
472,205,9,19
473,7454,5,11
474,6490,13,27
475,4299,11,23
476,90,9,19
477,4013,14,29
478,4516,9,19
479,3644,14,29
480,1309,9,19
481,4208,13,27
482,9398,14,29
483,1077,11,23
484,997,12,25
485,2636,12,25
486,18,8,17
487,1264,9,19
488,550,15,31
489,2728,16,25
490,865,11,23
491,4467,11,23
492,4377,11,23
493,5253,13,27
494,630,12,25
495,6775,13,27
496,103,9,15
497,4364,12,25
498,3233,12,25
499,7050,12,23
500,4583,13,27
501,7878,8,17
502,469,14,29
503,2242,11,23
504,3124,14,29
505,6082,14,29
506,5851,8,17
507,4019,15,31
508,2626,13,27
509,5106,15,31
510,712,12,25
511,498,14,29
512,9858,13,27
513,2583,12,25
514,893,7,15
515,1115,12,25
516,3268,13,27
517,7151,14,29
518,2765,17,35
519,7792,8,17
520,7404,7,15
521,3356,12,25
522,3877,12,25
523,4291,13,27
524,1736,12,25
525,9686,12,25
526,1063,10,21
527,919,12,25
528,7857,9,19
529,211,8,17
530,9367,15,31
531,7537,5,11
532,3473,12,25
533,774,10,21
534,6122,14,29
535,9748,12,25
536,4564,12,25
537,6998,13,27
538,2459,14,29
539,734,9,19
540,7346,5,11
541,4433,12,25
542,7232,16,29
543,9165,14,29
544,779,11,23
545,8097,9,19
546,2669,11,23
547,8438,7,15
548,9748,13,25
549,8525,10,21
550,4775,16,33
551,1479,9,19
552,3489,13,27
553,6323,12,25
554,843,11,23
555,8699,10,21
556,8771,8,17
557,981,13,27
558,4496,9,19
559,1022,13,27
560,260,6,13
561,2385,14,27
562,9546,14,29
563,8962,6,13
564,5873,10,21
565,3109,10,21
566,4625,10,21
567,5825,9,19
568,8488,8,17
569,2675,13,27
570,1554,10,21
571,1379,10,21
572,5025,13,23
573,1249,10,21
574,7268,16,33
575,9331,16,33
576,3826,16,33
577,9685,13,27
578,9501,13,27
579,3069,12,25
580,1949,9,19
581,2111,13,27
582,3718,15,31
583,1963,16,33
584,4237,14,29
585,7991,8,17
586,9805,15,31
587,1761,12,25
588,1457,7,15
589,8776,9,19
590,5113,16,33
591,405,15,31
592,9384,16,33
593,2861,14,29
594,4963,15,31
595,403,16,33
596,1038,10,21
597,8700,11,23
598,8259,8,17
599,7359,6,13
600,9030,5,11
601,1664,7,15
602,3976,13,27
603,4396,13,27
604,5768,7,9
605,7275,17,35
606,4924,17,35
607,4109,14,29
608,3388,13,27
609,5131,17,35
610,4536,12,13
611,2074,14,29
612,7944,9,19
613,4652,15,31
614,9252,15,31
615,9541,15,31
616,2487,15,31
617,3567,12,25
618,1633,8,17
619,1822,12,25
620,8491,9,19
621,5801,8,17
622,2474,16,33
623,1972,16,33
624,1940,10,17
625,9695,13,27
626,5176,13,27
627,1372,10,21
628,3089,10,21
629,2753,18,37
630,1286,10,21
631,5287,12,21
632,7734,8,17
633,7525,6,13
634,629,13,27
635,2495,16,33
636,5167,15,31
637,85,10,21
638,3521,13,27
639,8962,7,13
640,1268,10,21
641,2763,19,39
642,979,14,29
643,8483,9,19
644,4061,15,31
645,5356,13,27
646,4711,17,35
647,6861,11,23
648,2952,14,29
649,6035,15,31
650,7265,17,35
651,425,17,35
652,5128,18,37
653,8320,8,17
654,8124,8,17
655,978,15,31
656,6513,13,27
657,8720,12,25
658,2579,13,27
659,8423,8,17
660,3330,12,25
661,8478,10,21
662,8884,6,13
663,3969,14,29
664,785,12,25
665,5434,12,25
666,785,13,25
667,7125,16,33
668,5373,13,27
669,8026,9,19
670,2825,15,31
671,7244,17,35
672,1136,13,27
673,1454,8,17
674,7639,11,23
675,4065,16,33
676,7651,10,21
677,360,12,25
678,9881,8,17
679,4459,12,25
680,3287,13,27
681,1691,10,21
682,6003,11,23
683,620,12,25
684,2113,14,29
685,5684,10,21
686,8357,8,17
687,3337,13,27
688,7398,8,17
689,4615,11,23
690,6859,12,25
691,1307,11,23
692,2392,15,31
693,2171,11,23
694,979,15,29
695,7348,7,15
696,6239,12,25
697,5576,13,27
698,8244,9,19
699,2934,14,29
700,1259,11,23
701,5295,14,29
702,125,9,19
703,1889,12,25
704,4072,17,35
705,619,13,27
706,6156,11,23
707,4860,9,19
708,9859,14,29
709,9959,6,13
710,2064,14,29
711,2454,14,29
712,253,7,15
713,144,10,21
714,9985,7,15
715,2493,17,35
716,9518,14,29
717,2477,17,35
718,382,11,21
719,7311,11,23
720,5228,14,29
721,9836,16,33
722,1607,6,5
723,6815,13,27
724,6395,11,23
725,8126,9,19
726,1181,10,21
727,1722,11,23
728,5095,16,33
729,1446,9,19
730,7943,10,21
731,4378,14,29
732,4256,15,31
733,8558,11,23
734,8086,8,17
735,954,16,23
736,1333,10,21
737,8522,10,21
738,1002,14,29
739,108,9,19
740,4549,12,25
741,4145,14,29
742,3942,15,31
743,8856,7,15
744,3553,14,29
745,1546,10,21
746,4178,14,29
747,3797,16,33
748,134,11,23
749,7443,6,13
750,6160,12,25
751,749,10,21
752,3578,13,27
753,152,11,23
754,7713,8,17
755,4940,15,31
756,8020,10,21
757,2033,17,35
758,2313,12,25
759,9577,12,25
760,225,6,13
761,5388,13,27
762,7648,11,21
763,3577,14,29
764,9589,12,25
765,4174,15,31
766,6890,14,29
767,3151,13,27
768,3279,14,29
769,1204,11,23
770,2250,13,27
771,552,15,27
772,7680,9,19
773,9839,17,35
774,1250,12,25
775,6791,14,29
776,9228,16,33
777,2127,12,25
778,6382,12,25
779,2092,15,31
780,546,15,31
781,1791,13,27
782,5794,9,19
783,2155,12,25
784,7897,9,19
785,9105,7,15
786,8896,7,15
787,9946,7,15
788,8203,9,19
789,9275,14,29
790,1951,17,35
791,1914,10,21
792,9143,8,17
793,1987,15,31
794,5192,14,29
795,5226,15,25
796,5201,15,31
797,9895,8,17
798,403,17,33
799,6776,15,31
800,3213,11,23
801,5248,15,31
802,34,8,17
803,3978,14,29
804,5164,16,33
805,8120,9,19
806,7868,9,19
807,1740,13,27
808,6262,13,27
809,3129,14,29
810,4461,13,27
811,8138,7,15
812,1129,14,29
813,2584,13,27
814,2443,14,29
815,7921,11,23
816,1040,11,23
817,9090,8,17
818,4476,12,25
819,2065,15,31
820,8904,8,17
821,4933,18,37
822,1350,11,23
823,8693,10,21
824,9535,16,33
825,4674,15,31
826,6776,16,31
827,4454,13,21
828,5597,14,29
829,5938,11,23
830,7,7,15
831,2477,18,35
832,776,12,25
833,551,16,33
834,7323,11,23
835,1368,9,19
836,5010,14,27
837,9764,14,29
838,9660,12,25
839,4303,12,25
840,1046,11,19
841,1871,13,27
842,183,12,25
843,4199,15,31
844,7747,9,19
845,7654,11,23
846,1877,14,29
847,8486,10,21
848,3272,14,29
849,3040,15,31
850,6605,15,31
851,264,7,15
852,337,6,13
853,2710,14,29
854,2680,14,29
855,6690,16,33
856,961,17,35
857,7425,7,15
858,5894,11,23
859,7893,10,21
860,6305,13,27
861,3909,16,33
862,9696,14,29
863,4325,11,23
864,4087,18,37
865,3087,11,23
866,8222,9,19
867,9675,13,27
868,7946,10,21
869,5243,16,33
870,8938,7,15
871,199,10,21
872,9077,9,19
873,1754,14,29
874,4308,12,21
875,6810,14,29
876,2826,16,33
877,689,12,21
878,2919,14,29
879,4947,16,33
880,6729,14,25
881,4437,13,27
882,7499,6,13
883,552,16,27
884,9281,15,31
885,4310,13,27
886,1164,12,23
887,7800,9,19
888,3158,14,29
889,1993,16,33
890,4412,14,29
891,3679,14,29
892,1108,13,27
893,7883,11,23
894,6517,14,29
895,441,17,35
896,7603,6,13
897,6610,15,31
898,1361,10,21
899,122,10,21
900,5723,11,23
901,9190,14,29
902,7230,15,31
903,5806,9,19
904,6026,14,29
905,3953,16,33
906,4268,16,33
907,5708,11,23
908,4276,17,35
909,610,13,27
910,2536,14,29
911,9056,10,21
912,954,18,23
913,7304,12,25
914,510,15,31
915,2138,13,27
916,7998,11,23
917,2829,17,35
918,2938,15,31
919,1809,13,27
920,7733,9,19
921,1745,15,31
922,4256,17,31
923,1451,10,21
924,7582,5,11
925,6089,15,31
926,1198,11,23
927,2369,14,29
928,3187,15,31
929,8183,10,21
930,974,18,37
931,975,19,39
932,6654,15,31
933,3164,16,33
934,816,10,21
935,8778,10,21
936,4974,16,33
937,188,13,27
938,2023,16,33
939,4901,17,35
940,3801,17,35
941,7729,10,21
942,9682,14,29
943,3845,16,33
944,5668,11,23
945,1746,16,33
946,6286,13,27
947,5732,12,25
948,2544,15,31
949,5524,12,25
950,7819,10,21
951,851,12,25
952,935,11,23
953,5057,15,31
954,2956,16,33
955,6819,14,29
956,1561,11,23
957,3689,15,31
958,5379,14,29
959,8469,11,23
960,112,11,13
961,8183,11,21
962,2428,15,31
963,2624,14,21
964,4538,13,27
965,5654,12,25
966,1352,12,25
967,5732,13,25
968,3640,14,29
969,8259,9,17
970,7901,10,21
971,1597,4,9
972,6898,15,31
973,2052,17,35
974,5292,15,31
975,8538,12,25
976,2462,17,35
977,8409,7,15
978,1076,12,25
979,782,13,27
980,1,8,17
981,2114,15,31
982,3141,15,31
983,4951,17,35
984,1956,18,37
985,3618,15,31
986,871,10,21
987,4125,13,27
988,2666,11,21
989,8306,10,21
990,3756,17,35
991,525,16,33
992,7826,11,23
993,4761,17,35
994,83,11,23
995,3575,15,31
996,9736,13,27
997,4843,12,25
998,782,14,27
999,7332,6,1
1000,1617,9,19
1001,6511,14,29
1002,2294,14,29
1003,44,10,21
1004,1783,14,29
1005,3285,15,31
1006,1214,11,21
1007,1943,11,23
1008,7569,5,11
1009,1255,13,27
1010,1190,12,25
1011,8242,10,21
1012,8470,12,25
1013,2016,17,35
1014,2689,13,27
1015,3717,16,33
1016,1859,14,29
1017,2427,16,33
1018,1193,13,27
1019,1986,16,33
1020,6012,12,25
1021,8957,8,17
1022,6401,12,25
1023,2672,12,25
1024,4880,9,19
1025,7685,10,21
1026,4970,17,35
1027,9994,6,13
1028,5328,15,31
1029,5843,10,21
1030,7498,7,15
1031,2130,14,29
1032,8672,11,23
1033,6599,16,33
1034,1195,14,29
1035,3225,13,27
1036,8767,9,19
1037,5291,16,33
1038,4048,16,33
1039,755,11,23
1040,4628,14,19
1041,2020,18,37
1042,1309,10,19
1043,7798,10,21
1044,4314,14,29
1045,500,16,33
1046,1159,14,29
1047,1876,15,31
1048,3581,16,33
1049,9796,14,29
1050,2714,15,31
1051,2218,12,25
1052,3269,15,31
1053,1585,5,7
1054,8138,8,15
1055,3096,11,23
1056,7234,18,37
1057,8964,8,17
1058,2651,11,19
1059,2321,13,27
1060,3721,18,37
1061,5158,14,29
1062,805,11,23
1063,9333,17,35
1064,1982,17,25
1065,723,10,21
1066,6194,13,27
1067,94,10,21
1068,882,8,17
1069,6095,16,33
1070,4074,19,39
1071,1255,14,27
1072,7456,8,17
1073,1286,12,21
1074,8946,9,19
1075,644,12,25
1076,7682,11,23
1077,840,12,25
1078,8000,12,25
1079,7581,6,13
1080,3001,17,35
1081,1813,14,29
1082,4290,18,37
1083,6445,12,25
1084,7133,16,33
1085,4598,14,29
1086,239,7,15
1087,1707,10,21
1088,1026,14,29
1089,6685,17,35
1090,2589,14,29
1091,6966,14,29
1092,5579,15,31
1093,4525,10,21
1094,4757,18,31
1095,4966,18,37
1096,595,11,23
1097,1628,10,21
1098,6181,14,29
1099,8337,9,19
1100,2186,12,25
1101,8951,10,21
1102,6324,13,27
1103,4843,13,25
1104,8972,9,19
1105,4647,16,33
1106,1675,7,13
1107,1170,13,27
1108,9753,15,31
1109,468,15,31
1110,4642,14,29
1111,265,8,17
1112,7872,10,21
1113,647,13,27
1114,3145,16,33
1115,6722,15,31
1116,8557,13,27
1117,7796,11,23
1118,3192,12,25
1119,2466,18,37
1120,1493,10,21
1121,5016,15,31
1122,3240,14,29
1123,7376,8,17
1124,7056,13,27
1125,9839,18,35
1126,2628,14,29
1127,2941,16,33
1128,966,19,39
1129,8137,8,17
1130,8410,8,17
1131,2683,15,31
1132,3292,14,29
1133,8509,9,19
1134,9511,15,31
1135,6343,10,21
1136,2273,15,31
1137,9311,16,33
1138,2674,14,21
1139,809,12,25
1140,2725,16,33
1141,3742,19,39
1142,3431,13,27
1143,2782,16,33
1144,3354,14,29
1145,9009,10,21
1146,1031,11,23
1147,9379,17,35
1148,6749,12,25
1149,676,11,23
1150,9469,14,29
1151,1684,10,21
1152,6822,15,31
1153,365,13,27
1154,6964,15,31
1155,7430,8,17
1156,3629,16,33
1157,1156,15,31
1158,1368,10,19
1159,9522,17,35
1160,9728,11,23
1161,2386,16,25
1162,203,11,23
1163,8291,11,23
1164,307,7,15
1165,6345,11,23
1166,8793,11,23
1167,4627,11,23
1168,2327,14,29
1169,1956,19,37
1170,7949,11,23
1171,9728,12,23
1172,4286,19,39
1173,9184,14,29
1174,8693,11,21
1175,3109,11,21
1176,2014,18,37
1177,5692,11,23
1178,6372,13,27
1179,6710,17,35
1180,244,8,17
1181,2429,16,33
1182,2455,15,31
1183,1867,15,31
1184,7067,14,29
1185,3525,15,31
1186,8954,11,23
1187,817,11,23
1188,6269,14,29
1189,8229,11,23
1190,2683,16,31
1191,1629,11,23
1192,9848,14,29
1193,1520,11,23
1194,7246,18,37
1195,7363,7,15
1196,357,13,27
1197,3730,20,41
1198,4083,20,41
1199,9222,17,29
1200,9813,17,35
1201,3648,15,31
1202,9110,8,17
1203,4065,18,33
1204,1453,11,23
1205,7778,7,15
1206,3974,15,31
1207,1573,6,13
1208,5524,13,25
1209,4495,10,21
1210,6584,14,29
1211,5284,12,25
1212,299,4,9
1213,3639,17,35
1214,7516,7,15
1215,6797,15,31
1216,6924,14,29
1217,295,5,11
1218,4464,14,29
1219,1657,9,19
1220,6965,16,33
1221,505,17,35
1222,9187,15,31
1223,2998,18,37
1224,7239,19,39
1225,1530,11,23
1226,5293,16,33
1227,833,13,27
1228,7130,17,35
1229,8864,8,17
1230,8974,11,23
1231,2009,16,33
1232,8980,12,25
1233,459,15,31
1234,5060,16,33
1235,1458,8,17
1236,3962,17,35
1237,1898,11,23
1238,9264,16,33
1239,856,12,25
1240,1269,11,23
1241,5298,16,33
1242,2987,19,39
1243,7636,12,25
1244,4729,18,37
1245,7355,8,17
1246,2005,15,31
1247,6451,12,23
1248,1266,11,23
1249,7020,12,25
1250,1583,7,15
1251,8341,10,21
1252,4272,18,37
1253,1592,6,13
1254,8250,10,21
1255,8020,11,21
1256,5221,13,27
1257,1720,9,19
1258,2927,15,31
1259,2838,18,37
1260,2571,12,25
1261,4107,19,39
1262,6272,15,31
1263,9988,8,17
1264,7019,13,27
1265,4539,14,29
1266,8607,8,17
1267,1052,12,25
1268,3644,16,29
1269,9154,9,19
1270,3773,18,37
1271,8756,10,21
1272,5737,14,29
1273,4061,17,31
1274,6965,17,33
1275,7808,10,21
1276,9607,12,25
1277,784,15,31
1278,6955,16,33
1279,7621,7,15
1280,9605,13,27
1281,6122,15,29
1282,6767,14,29
1283,7999,13,27
1284,2228,13,27
1285,9258,17,35
1286,3687,16,33
1287,3440,14,29
1288,6217,13,27
1289,3634,18,37
1290,1564,12,25
1291,7322,12,25
1292,1344,12,25
1293,4284,20,41
1294,8003,13,27
1295,5279,13,27
1296,5763,9,19
1297,5818,10,21
1298,4318,15,31
1299,7959,12,25
1300,9516,16,33
1301,3009,18,37
1302,3156,15,31
1303,3730,21,41
1304,2823,16,33
1305,1753,17,35
1306,2735,19,39
1307,8574,9,19
1308,9260,18,37
1309,3598,17,35
1310,2612,13,27
1311,4987,16,33
1312,3324,15,31
1313,3339,15,31
1314,6537,15,31
1315,9261,19,39
1316,3129,16,29
1317,6504,14,29
1318,8530,13,27
1319,1122,15,31
1320,8363,6,13
1321,433,18,37
1322,988,14,29
1323,8661,12,25
1324,5744,15,31
1325,8378,7,15
1326,5405,14,29
1327,5122,19,39
1328,1684,11,21
1329,303,8,17
1330,667,10,21
1331,8795,12,25
1332,2689,14,27
1333,7696,11,23
1334,7821,12,25
1335,3818,13,27
1336,3832,17,35
1337,5421,13,27
1338,7343,7,15
1339,4215,14,29
1340,4577,14,29
1341,1326,11,23
1342,1210,12,25
1343,8349,11,23
1344,6752,13,27
1345,2183,13,27
1346,7475,9,19
1347,9496,15,31
1348,8600,10,21
1349,7722,11,23
1350,9491,16,33
1351,8050,10,21
1352,3364,14,29
1353,5821,11,23
1354,8279,12,25
1355,5503,13,27
1356,2484,19,39
1357,9533,18,37
1358,8936,8,17
1359,1877,15,29
1360,1429,8,17
1361,1779,15,31
1362,653,14,29
1363,4447,14,29
1364,9764,15,29
1365,3302,16,33
1366,1856,15,31
1367,2180,14,29
1368,4708,18,37
1369,5425,14,29
1370,3439,15,31
1371,7747,10,19
1372,4702,19,29
1373,263,8,17
1374,5892,12,25
1375,9858,15,27
1376,6088,16,33
1377,2244,14,29
1378,7303,13,27
1379,2040,18,37
1380,5753,16,33
1381,6998,14,27
1382,8034,11,23
1383,3560,15,31
1384,1404,8,17
1385,4044,17,35
1386,8885,8,17
1387,5231,17,35
1388,7603,8,13
1389,3357,15,31
1390,9963,8,17
1391,7487,10,21
1392,750,12,25
1393,5645,13,27
1394,5644,14,29
1395,6237,13,27
1396,8364,8,17
1397,2379,15,31
1398,3029,19,39
1399,9863,9,19
1400,6034,16,33
1401,9902,9,19
1402,6501,15,31
1403,922,13,27
1404,9802,16,33
1405,5329,16,33
1406,7322,13,25
1407,9555,15,31
1408,9405,12,25
1409,892,9,19
1410,1035,12,25
1411,1733,13,27
1412,5491,13,27
1413,9814,18,37
1414,2071,15,31
1415,4875,10,17
1416,6234,14,29
1417,2664,12,25
1418,5550,14,29
1419,6734,14,29
1420,934,12,25
1421,2387,17,35
1422,141,12,25
1423,7321,13,27
1424,8344,12,25
1425,9541,16,31
1426,9840,19,39
1427,2523,15,31
1428,9906,10,21
1429,1640,10,21
1430,9396,17,35
1431,4732,19,39
1432,1338,13,27
1433,3067,13,27
1434,4843,14,25
1435,4228,15,31
1436,1069,13,27
1437,8373,9,19
1438,9843,15,31
1439,9832,19,39
1440,486,15,31
1441,4343,13,27
1442,9289,17,35
1443,455,16,33
1444,4207,16,33
1445,9649,13,27
1446,3194,13,27
1447,1572,7,11
1448,87,11,23
1449,9784,16,33
1450,4922,18,37
1451,7636,13,25
1452,2260,16,33
1453,550,17,31
1454,9272,15,31
1455,3563,16,33
1456,4779,17,35
1457,4419,15,31
1458,274,9,19
1459,402,17,19
1460,1294,13,27
1461,259,8,17
1462,4389,15,31
1463,8076,9,19
1464,7717,9,19
1465,2448,15,31
1466,9608,13,27
1467,2424,17,35
1468,7952,13,27
1469,3706,17,35
1470,4249,16,33
1471,8201,12,25
1472,9452,13,27
1473,3819,14,29
1474,5512,14,29
1475,517,17,35
1476,4852,15,31
1477,5839,11,23
1478,515,18,37
1479,1115,16,25
1480,1530,12,23
1481,6820,16,33
1482,5409,15,31
1483,1529,12,25
1484,3462,15,31
1485,4239,17,35
1486,1907,12,25
1487,6285,14,29
1488,5262,14,23
1489,80,12,25
1490,9576,13,23
1491,170,13,27
1492,8759,11,23
1493,8806,9,19
1494,1728,10,21
1495,764,10,21
1496,747,11,23
1497,582,12,25
1498,4771,18,37
1499,6240,13,27
1500,6459,14,29
1501,7032,13,27
1502,3315,17,35
1503,7294,12,25
1504,9367,18,31
1505,6626,16,33
1506,8751,11,23
1507,5736,15,31
1508,8635,13,27
1509,185,14,29
1510,4058,17,35
1511,552,17,27
1512,2076,16,33
1513,5733,16,33
1514,3787,19,39
